doctor_id,specialty,region,language,quality_score,daily_minutes,gender,age,race,service_type,services_count,experience_years,board_certified,hires_at,current_panel_size,expected_workload,max_workload,working_weeks_by_year
211,internal_medicine,South,zh,0.94,360,M,54,Hispanic,solo,3,8,False,,0,0.0,46800,"{""2023"": [1, 2, 6, 7, 9, 12, 13, 14, 17, 18, 20, 25, 26, 27, 29, 30, 32, 40, 41, 42, 43, 44, 46, 48, 50, 51]}"
212,internal_medicine,West,en,0.861,360,F,56,White,group,5,18,True,,0,0.0,46800,"{""2023"": [2, 3, 8, 9, 12, 13, 14, 15, 22, 23, 24, 27, 29, 30, 35, 36, 37, 38, 39, 41, 43, 45, 47, 48, 50, 51]}"
213,internal_medicine,West,en,0.688,360,F,48,Asian,group,1,18,True,,0,0.0,46800,"{""2023"": [5, 8, 9, 10, 11, 12, 15, 16, 17, 20, 21, 24, 28, 30, 31, 32, 34, 35, 36, 37, 39, 40, 43, 44, 45, 48]}"
214,internal_medicine,West,en,0.664,360,M,32,Asian,group,4,22,True,,0,0.0,46800,"{""2023"": [2, 6, 11, 12, 14, 15, 20, 22, 25, 26, 27, 29, 30, 31, 33, 35, 37, 38, 41, 43, 44, 46, 47, 48, 50, 52]}"
215,internal_medicine,South,es,0.764,360,F,42,Other,solo,4,39,True,,0,0.0,46800,"{""2023"": [2, 5, 7, 8, 11, 14, 15, 16, 17, 18, 20, 21, 25, 27, 28, 30, 33, 34, 35, 43, 44, 45, 47, 49, 51, 52]}"
216,internal_medicine,Central,es,1.0,360,F,58,Black,solo,1,34,True,,0,0.0,46800,"{""2023"": [1, 2, 6, 8, 10, 11, 12, 13, 14, 17, 18, 21, 22, 26, 29, 30, 31, 32, 35, 37, 38, 39, 40, 43, 49, 51]}"
217,internal_medicine,East,es,0.628,360,M,52,Black,group,1,8,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 5, 8, 13, 15, 20, 24, 25, 27, 28, 30, 31, 33, 34, 37, 39, 40, 41, 42, 45, 47, 48, 51, 52]}"
218,internal_medicine,West,es,0.771,360,F,41,Black,group,5,30,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 17, 26, 27, 28, 29, 30, 31, 33, 34, 40, 41, 43, 46, 50, 51]}"
219,internal_medicine,West,es,0.741,360,M,46,Other,group,1,10,True,,0,0.0,46800,"{""2023"": [1, 3, 5, 6, 11, 16, 19, 20, 24, 28, 29, 30, 31, 34, 35, 36, 38, 39, 41, 42, 43, 45, 48, 49, 50, 52]}"
220,internal_medicine,West,es,0.901,360,M,55,White,group,5,33,True,,0,0.0,46800,"{""2023"": [5, 6, 7, 8, 13, 15, 18, 21, 22, 24, 26, 27, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47]}"
221,internal_medicine,East,en,0.918,360,M,38,Other,solo,1,32,True,,0,0.0,46800,"{""2023"": [1, 5, 7, 8, 9, 10, 11, 13, 15, 16, 18, 26, 28, 29, 31, 32, 36, 37, 39, 41, 43, 45, 46, 49, 50, 51]}"
222,internal_medicine,South,es,0.812,360,M,54,Black,solo,1,3,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 6, 7, 8, 12, 15, 19, 21, 23, 30, 31, 32, 33, 36, 37, 39, 43, 45, 46, 48, 49, 50, 51, 52]}"
223,internal_medicine,East,zh,0.846,360,M,59,Other,solo,2,11,True,,0,0.0,46800,"{""2023"": [2, 3, 6, 8, 9, 11, 13, 15, 16, 17, 20, 22, 27, 29, 34, 36, 37, 38, 40, 42, 44, 45, 46, 49, 50, 51]}"
224,internal_medicine,Central,zh,0.86,360,M,37,Black,group,1,22,True,,0,0.0,46800,"{""2023"": [2, 4, 5, 6, 8, 12, 13, 14, 15, 16, 21, 24, 25, 27, 29, 30, 31, 32, 34, 35, 36, 37, 42, 47, 50, 52]}"
225,internal_medicine,South,en,0.837,360,M,37,White,solo,4,26,False,,0,0.0,46800,"{""2023"": [1, 3, 4, 8, 9, 10, 13, 14, 15, 22, 23, 26, 29, 33, 34, 35, 40, 41, 42, 43, 44, 46, 48, 49, 51, 52]}"
226,internal_medicine,West,en,0.799,360,F,42,Asian,solo,2,8,True,,0,0.0,46800,"{""2023"": [1, 4, 8, 13, 14, 18, 20, 21, 25, 28, 30, 31, 32, 33, 34, 35, 38, 39, 40, 42, 44, 46, 47, 49, 51, 52]}"
227,internal_medicine,West,es,0.858,360,F,39,Asian,solo,5,36,True,,0,0.0,46800,"{""2023"": [2, 4, 5, 6, 8, 10, 11, 12, 14, 16, 17, 18, 19, 21, 24, 25, 27, 28, 30, 31, 35, 41, 43, 48, 49, 52]}"
228,internal_medicine,North,zh,0.937,360,M,43,White,group,3,35,True,,0,0.0,46800,"{""2023"": [4, 8, 10, 11, 12, 13, 15, 16, 18, 20, 22, 24, 27, 29, 32, 34, 35, 37, 38, 39, 41, 42, 43, 44, 48, 49]}"
229,internal_medicine,North,es,0.824,360,F,63,Hispanic,group,3,13,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 6, 11, 14, 15, 16, 17, 18, 20, 22, 23, 24, 26, 29, 36, 37, 39, 40, 41, 43, 44, 47, 49, 51]}"
230,internal_medicine,North,en,0.697,360,F,63,Black,solo,3,24,True,,0,0.0,46800,"{""2023"": [1, 2, 4, 7, 10, 11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 28, 29, 35, 38, 41, 42, 43, 45, 47, 50, 51]}"
231,internal_medicine,Central,es,0.791,360,F,39,Black,group,1,19,True,,0,0.0,46800,"{""2023"": [1, 3, 9, 11, 13, 15, 16, 17, 18, 19, 23, 25, 27, 28, 29, 30, 32, 34, 36, 37, 38, 39, 43, 45, 46, 51]}"
232,internal_medicine,South,en,0.92,360,F,51,Hispanic,group,3,6,True,,0,0.0,46800,"{""2023"": [1, 4, 5, 8, 12, 14, 15, 20, 21, 22, 25, 26, 27, 29, 32, 33, 34, 37, 39, 40, 41, 44, 45, 47, 48, 52]}"
233,internal_medicine,Central,zh,0.654,360,F,54,White,group,5,16,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 5, 7, 9, 12, 15, 21, 22, 23, 25, 31, 33, 34, 35, 36, 37, 38, 39, 45, 46, 47, 48, 49, 52]}"
234,internal_medicine,Central,zh,0.674,360,M,40,Other,group,5,25,True,,0,0.0,46800,"{""2023"": [5, 6, 7, 8, 9, 10, 11, 13, 16, 20, 23, 24, 26, 27, 28, 30, 32, 34, 36, 39, 40, 42, 45, 47, 48, 51]}"
235,internal_medicine,South,zh,0.916,360,F,47,White,solo,2,9,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 5, 6, 8, 13, 15, 16, 17, 19, 21, 24, 25, 28, 33, 35, 37, 39, 42, 43, 44, 45, 46, 48, 49]}"
236,internal_medicine,Central,es,0.785,360,M,56,Asian,solo,4,16,True,,0,0.0,46800,"{""2023"": [2, 4, 5, 7, 9, 16, 19, 21, 23, 24, 26, 27, 30, 33, 34, 35, 36, 38, 39, 41, 42, 43, 44, 50, 51, 52]}"
237,internal_medicine,North,zh,0.797,360,F,45,White,group,1,37,True,,0,0.0,46800,"{""2023"": [1, 2, 5, 6, 7, 8, 9, 10, 11, 16, 17, 20, 21, 22, 24, 27, 34, 35, 36, 40, 44, 45, 46, 48, 49, 52]}"
238,internal_medicine,East,zh,0.973,360,M,37,Black,group,1,40,True,,0,0.0,46800,"{""2023"": [2, 4, 5, 8, 10, 12, 16, 17, 18, 23, 25, 28, 29, 30, 33, 35, 36, 38, 39, 41, 42, 43, 45, 46, 49, 50]}"
239,internal_medicine,East,zh,0.886,360,M,38,Asian,solo,2,36,True,,0,0.0,46800,"{""2023"": [1, 6, 7, 11, 12, 17, 18, 19, 20, 24, 26, 27, 28, 29, 31, 33, 34, 36, 37, 38, 39, 40, 42, 44, 48, 52]}"
240,internal_medicine,Central,zh,0.955,360,F,49,Asian,solo,4,36,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 4, 5, 7, 10, 11, 13, 17, 18, 21, 25, 27, 29, 30, 33, 36, 37, 38, 41, 45, 47, 49, 50, 51]}"
241,internal_medicine,West,en,0.705,360,M,58,White,solo,2,14,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 5, 6, 8, 9, 11, 12, 14, 16, 17, 18, 20, 23, 25, 28, 29, 31, 33, 37, 41, 42, 46, 49, 51]}"
242,internal_medicine,North,zh,0.947,360,M,65,Black,group,1,5,True,,0,0.0,46800,"{""2023"": [1, 8, 9, 10, 14, 15, 17, 18, 20, 21, 24, 25, 28, 29, 32, 33, 34, 37, 38, 39, 41, 42, 47, 48, 49, 51]}"
243,internal_medicine,West,zh,0.916,360,M,61,Hispanic,solo,5,25,True,,0,0.0,46800,"{""2023"": [1, 4, 14, 17, 21, 22, 23, 24, 25, 26, 28, 29, 32, 34, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]}"
244,internal_medicine,East,es,0.881,360,F,42,White,solo,1,24,True,,0,0.0,46800,"{""2023"": [2, 3, 10, 11, 12, 15, 17, 18, 19, 20, 22, 23, 25, 26, 27, 28, 33, 36, 39, 40, 41, 43, 44, 47, 49, 52]}"
245,internal_medicine,Central,en,1.0,360,M,30,Hispanic,solo,2,27,True,,0,0.0,46800,"{""2023"": [3, 5, 7, 9, 11, 13, 14, 15, 16, 17, 18, 21, 25, 28, 32, 33, 35, 36, 40, 42, 44, 45, 46, 47, 49, 52]}"
246,internal_medicine,South,zh,0.832,360,F,52,Hispanic,group,5,35,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 4, 7, 13, 15, 17, 22, 25, 26, 28, 29, 30, 31, 32, 33, 36, 40, 41, 43, 45, 46, 47, 51, 52]}"
247,internal_medicine,East,en,0.805,360,M,37,Other,group,3,23,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 4, 6, 9, 11, 13, 14, 19, 20, 21, 24, 31, 32, 33, 34, 36, 39, 41, 42, 43, 44, 46, 49, 51]}"
248,internal_medicine,North,es,0.944,360,F,36,Hispanic,group,2,39,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 5, 8, 14, 15, 20, 22, 23, 24, 25, 27, 28, 29, 31, 33, 35, 36, 38, 40, 42, 44, 45, 46, 52]}"
249,internal_medicine,Central,es,0.873,360,F,35,Other,solo,3,2,True,,0,0.0,46800,"{""2023"": [4, 6, 8, 10, 12, 13, 15, 16, 17, 18, 20, 22, 23, 24, 29, 32, 34, 36, 37, 39, 40, 41, 44, 48, 50, 51]}"
250,internal_medicine,East,es,0.936,360,M,60,Asian,group,2,40,False,,0,0.0,46800,"{""2023"": [5, 7, 8, 13, 14, 15, 18, 20, 22, 23, 24, 25, 27, 28, 29, 31, 33, 35, 36, 38, 40, 44, 45, 46, 50, 52]}"
251,internal_medicine,Central,en,0.926,360,F,48,Hispanic,group,5,36,True,,0,0.0,46800,"{""2023"": [1, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 21, 23, 29, 30, 34, 36, 38, 40, 41, 44, 45, 46, 48, 49, 52]}"
252,internal_medicine,West,es,0.904,360,M,64,Asian,solo,3,2,True,,0,0.0,46800,"{""2023"": [2, 3, 5, 7, 9, 11, 12, 13, 19, 23, 25, 27, 28, 30, 32, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 50]}"
253,internal_medicine,East,en,0.954,360,F,45,White,solo,5,11,True,,0,0.0,46800,"{""2023"": [4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 23, 24, 27, 28, 29, 30, 35, 37, 40, 43, 45, 46, 51, 52]}"
254,internal_medicine,Central,es,0.64,360,M,56,Other,group,5,11,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 6, 10, 12, 17, 19, 21, 22, 26, 27, 28, 30, 31, 33, 34, 35, 39, 40, 42, 46, 47, 49, 51, 52]}"
255,internal_medicine,East,es,0.633,360,F,51,Other,group,4,14,True,,0,0.0,46800,"{""2023"": [2, 8, 12, 16, 17, 18, 20, 23, 26, 27, 30, 33, 34, 35, 37, 39, 40, 41, 42, 43, 44, 45, 47, 50, 51, 52]}"
256,internal_medicine,South,en,0.975,360,F,60,Other,group,4,29,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 4, 6, 7, 8, 9, 13, 14, 15, 16, 17, 18, 22, 24, 27, 29, 35, 37, 38, 39, 40, 41, 45, 46]}"
257,internal_medicine,South,en,0.74,360,F,57,Hispanic,group,3,28,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 5, 9, 10, 11, 18, 19, 20, 23, 25, 27, 28, 29, 30, 31, 33, 34, 35, 39, 41, 42, 46, 50, 51]}"
258,internal_medicine,Central,zh,0.672,360,F,61,Other,solo,1,27,True,,0,0.0,46800,"{""2023"": [4, 6, 8, 11, 12, 13, 14, 21, 23, 24, 26, 27, 28, 33, 35, 37, 39, 40, 41, 42, 43, 46, 47, 48, 49, 51]}"
259,internal_medicine,East,es,0.828,360,F,45,Black,solo,2,28,True,,0,0.0,46800,"{""2023"": [1, 2, 4, 6, 9, 11, 13, 18, 21, 25, 29, 30, 31, 33, 36, 37, 40, 42, 44, 45, 46, 47, 48, 49, 50, 51]}"
260,internal_medicine,South,es,0.911,360,M,31,Black,group,5,16,True,,0,0.0,46800,"{""2023"": [3, 4, 5, 7, 9, 12, 13, 17, 22, 23, 24, 25, 29, 30, 31, 33, 34, 35, 39, 40, 41, 44, 45, 46, 50, 51]}"
261,internal_medicine,East,en,0.822,360,F,44,White,group,5,21,True,,0,0.0,46800,"{""2023"": [3, 7, 8, 9, 10, 13, 16, 17, 21, 22, 23, 28, 31, 32, 34, 35, 38, 41, 42, 43, 45, 48, 49, 50, 51, 52]}"
262,internal_medicine,West,es,1.0,360,M,39,Other,group,4,33,True,,0,0.0,46800,"{""2023"": [2, 4, 7, 8, 9, 10, 11, 12, 15, 19, 20, 24, 26, 29, 31, 33, 34, 35, 36, 37, 39, 42, 43, 44, 47, 49]}"
263,internal_medicine,South,es,0.831,360,F,47,Black,solo,2,29,True,,0,0.0,46800,"{""2023"": [2, 4, 5, 8, 9, 10, 11, 16, 18, 19, 21, 24, 28, 29, 32, 34, 38, 41, 43, 44, 45, 46, 49, 50, 51, 52]}"
264,internal_medicine,East,zh,0.919,360,F,58,White,group,1,32,False,,0,0.0,46800,"{""2023"": [4, 5, 7, 9, 10, 12, 15, 19, 21, 22, 25, 27, 28, 31, 32, 33, 38, 39, 40, 41, 42, 43, 46, 47, 48, 50]}"
265,internal_medicine,North,zh,0.945,360,F,62,Other,group,4,7,True,,0,0.0,46800,"{""2023"": [2, 4, 5, 6, 7, 8, 9, 10, 11, 14, 16, 18, 20, 22, 23, 27, 30, 32, 37, 39, 40, 44, 45, 47, 48, 50]}"
266,internal_medicine,Central,en,0.658,360,F,56,Black,group,2,5,True,,0,0.0,46800,"{""2023"": [1, 5, 7, 10, 11, 12, 13, 16, 17, 18, 20, 22, 23, 25, 29, 32, 33, 35, 40, 43, 44, 45, 46, 47, 48, 50]}"
267,internal_medicine,East,zh,0.966,360,F,40,Hispanic,group,1,32,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 4, 6, 7, 8, 9, 10, 15, 18, 21, 23, 25, 26, 27, 28, 29, 31, 34, 36, 40, 42, 43, 48, 50]}"
268,internal_medicine,East,zh,0.889,360,F,44,White,solo,5,33,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 5, 6, 11, 12, 14, 15, 17, 18, 21, 24, 25, 26, 28, 30, 32, 35, 37, 41, 42, 47, 48, 51, 52]}"
269,internal_medicine,East,es,0.821,360,M,38,Hispanic,group,1,8,True,,0,0.0,46800,"{""2023"": [2, 3, 6, 13, 14, 16, 17, 19, 20, 22, 25, 27, 31, 32, 33, 34, 36, 37, 39, 40, 42, 45, 46, 47, 51, 52]}"
270,internal_medicine,Central,zh,0.963,360,F,36,White,group,3,23,False,,0,0.0,46800,"{""2023"": [1, 5, 6, 7, 8, 9, 12, 14, 15, 18, 19, 22, 24, 28, 31, 32, 33, 35, 36, 37, 40, 41, 42, 44, 46, 51]}"
271,internal_medicine,East,zh,0.825,360,F,48,White,group,4,7,True,,0,0.0,46800,"{""2023"": [4, 5, 8, 9, 12, 13, 14, 18, 20, 21, 24, 25, 27, 30, 31, 32, 35, 36, 37, 40, 42, 45, 46, 49, 51, 52]}"
272,internal_medicine,North,en,0.833,360,F,55,Black,solo,3,7,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 5, 6, 8, 9, 10, 18, 19, 21, 24, 26, 29, 30, 31, 33, 34, 35, 36, 38, 39, 42, 45, 47, 48]}"
273,internal_medicine,Central,en,0.946,360,M,61,Hispanic,solo,4,15,True,,0,0.0,46800,"{""2023"": [1, 2, 4, 5, 6, 9, 12, 13, 14, 18, 19, 21, 22, 23, 32, 33, 34, 35, 36, 38, 40, 45, 48, 49, 50, 52]}"
274,internal_medicine,East,es,0.808,360,M,35,Hispanic,group,5,39,True,,0,0.0,46800,"{""2023"": [3, 4, 12, 14, 15, 16, 18, 20, 22, 23, 25, 28, 31, 33, 34, 35, 37, 38, 39, 41, 43, 44, 45, 50, 51, 52]}"
275,internal_medicine,Central,es,0.978,360,F,38,White,solo,3,10,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 4, 5, 7, 10, 11, 12, 18, 23, 24, 25, 26, 28, 30, 32, 33, 37, 38, 39, 45, 46, 49, 51, 52]}"
276,internal_medicine,North,zh,0.896,360,M,45,Hispanic,solo,3,28,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 6, 9, 14, 17, 21, 22, 23, 24, 26, 27, 28, 29, 32, 34, 35, 39, 42, 43, 46, 48, 49, 51, 52]}"
277,internal_medicine,West,es,0.801,360,F,46,White,solo,2,22,False,,0,0.0,46800,"{""2023"": [2, 3, 7, 9, 11, 13, 14, 16, 19, 26, 27, 29, 30, 33, 35, 36, 37, 39, 42, 44, 46, 47, 48, 49, 51, 52]}"
278,internal_medicine,Central,zh,0.896,360,M,48,Hispanic,group,3,12,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 5, 7, 13, 16, 19, 21, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 36, 38, 41, 44, 45, 47, 49]}"
279,internal_medicine,Central,es,0.912,360,M,34,Black,group,2,23,True,,0,0.0,46800,"{""2023"": [1, 5, 6, 9, 13, 14, 16, 18, 23, 24, 25, 26, 27, 28, 33, 35, 37, 38, 40, 41, 44, 46, 49, 50, 51, 52]}"
280,internal_medicine,East,es,0.799,360,F,37,Black,group,1,34,True,,0,0.0,46800,"{""2023"": [4, 5, 9, 12, 15, 18, 20, 22, 23, 25, 28, 31, 34, 35, 38, 39, 40, 41, 42, 43, 46, 47, 48, 49, 50, 51]}"
281,internal_medicine,West,es,0.87,360,F,43,Hispanic,solo,2,7,True,,0,0.0,46800,"{""2023"": [2, 4, 6, 8, 9, 11, 13, 17, 18, 21, 24, 25, 26, 29, 30, 33, 35, 36, 39, 41, 42, 43, 45, 46, 47, 49]}"
282,internal_medicine,East,es,0.698,360,M,54,Hispanic,group,2,11,True,,0,0.0,46800,"{""2023"": [5, 7, 8, 10, 11, 13, 15, 16, 20, 21, 23, 25, 27, 31, 32, 34, 35, 36, 37, 39, 41, 42, 45, 46, 51, 52]}"
283,internal_medicine,East,es,0.791,360,F,30,Black,solo,3,11,True,,0,0.0,46800,"{""2023"": [2, 4, 6, 8, 10, 13, 14, 15, 16, 18, 19, 20, 21, 23, 28, 30, 31, 35, 37, 39, 41, 42, 45, 48, 50, 52]}"
284,internal_medicine,East,en,0.975,360,M,35,Other,solo,3,6,True,,0,0.0,46800,"{""2023"": [1, 2, 5, 10, 11, 12, 13, 15, 19, 22, 24, 25, 26, 27, 28, 29, 32, 38, 40, 44, 45, 47, 49, 50, 51, 52]}"
285,internal_medicine,Central,en,0.667,360,F,30,Other,solo,2,7,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 5, 9, 11, 13, 14, 16, 17, 18, 22, 23, 24, 26, 28, 30, 31, 35, 37, 39, 41, 42, 45, 48, 51]}"
286,internal_medicine,East,en,0.682,360,M,47,Other,group,1,26,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 6, 7, 9, 10, 12, 14, 15, 18, 19, 23, 24, 25, 29, 32, 34, 35, 36, 41, 45, 47, 50, 51, 52]}"
287,internal_medicine,North,es,0.707,360,F,46,Hispanic,solo,4,12,True,,0,0.0,46800,"{""2023"": [3, 4, 8, 11, 12, 16, 18, 20, 21, 22, 23, 24, 28, 29, 32, 33, 35, 36, 37, 39, 40, 42, 43, 45, 47, 51]}"
288,internal_medicine,North,en,0.976,360,M,31,White,solo,1,35,True,,0,0.0,46800,"{""2023"": [2, 3, 9, 11, 13, 14, 15, 16, 18, 20, 21, 22, 24, 25, 27, 28, 29, 30, 34, 35, 41, 42, 43, 44, 45, 49]}"
289,internal_medicine,Central,en,0.731,360,F,55,Asian,solo,5,34,True,,0,0.0,46800,"{""2023"": [2, 6, 8, 10, 12, 15, 21, 23, 25, 27, 29, 30, 31, 33, 37, 38, 39, 40, 41, 42, 43, 44, 46, 48, 49, 52]}"
290,internal_medicine,North,es,0.84,360,M,30,Black,solo,1,2,False,,0,0.0,46800,"{""2023"": [2, 12, 14, 15, 16, 17, 19, 20, 21, 26, 27, 28, 29, 30, 31, 32, 36, 39, 40, 43, 44, 45, 46, 48, 51, 52]}"
291,internal_medicine,Central,en,0.864,360,F,58,White,group,5,32,True,,0,0.0,46800,"{""2023"": [2, 6, 7, 8, 10, 12, 13, 15, 17, 18, 19, 22, 23, 24, 33, 34, 36, 38, 40, 42, 45, 47, 49, 50, 51, 52]}"
292,internal_medicine,South,es,0.67,360,F,45,White,solo,1,9,True,,0,0.0,46800,"{""2023"": [3, 4, 5, 7, 8, 9, 10, 12, 15, 18, 23, 24, 25, 27, 28, 29, 32, 35, 37, 38, 40, 41, 42, 43, 45, 52]}"
293,internal_medicine,East,zh,0.641,360,F,55,White,group,2,12,False,,0,0.0,46800,"{""2023"": [1, 2, 3, 4, 7, 9, 10, 14, 18, 22, 23, 24, 25, 27, 28, 31, 33, 35, 37, 39, 40, 41, 43, 44, 45, 49]}"
294,internal_medicine,West,es,0.674,360,M,40,Other,group,2,31,True,,0,0.0,46800,"{""2023"": [2, 3, 6, 7, 8, 14, 15, 21, 23, 25, 26, 28, 29, 31, 33, 34, 35, 39, 41, 42, 43, 44, 45, 48, 50, 51]}"
295,internal_medicine,North,zh,0.768,360,F,41,Other,group,4,36,True,,0,0.0,46800,"{""2023"": [4, 8, 10, 13, 14, 16, 18, 19, 20, 22, 23, 26, 27, 28, 31, 33, 35, 36, 38, 41, 43, 44, 45, 49, 51, 52]}"
296,internal_medicine,North,es,0.755,360,M,52,Black,group,2,6,True,,0,0.0,46800,"{""2023"": [4, 6, 7, 9, 10, 14, 16, 17, 19, 22, 23, 24, 26, 31, 32, 35, 36, 37, 38, 40, 41, 42, 45, 47, 50, 52]}"
297,internal_medicine,East,en,0.946,360,F,50,Hispanic,group,2,7,True,,0,0.0,46800,"{""2023"": [2, 3, 5, 7, 8, 10, 11, 14, 15, 16, 17, 19, 23, 24, 27, 28, 29, 31, 32, 33, 37, 40, 42, 44, 47, 51]}"
298,internal_medicine,Central,es,0.909,360,M,30,White,solo,4,11,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 4, 5, 7, 9, 12, 14, 15, 16, 21, 25, 27, 28, 32, 33, 34, 36, 39, 40, 41, 44, 49, 50, 52]}"
299,internal_medicine,Central,zh,0.672,360,F,53,Hispanic,solo,4,18,True,,0,0.0,46800,"{""2023"": [3, 5, 6, 8, 9, 10, 17, 18, 19, 21, 25, 27, 30, 32, 35, 36, 37, 39, 41, 42, 43, 44, 45, 47, 49, 52]}"
300,internal_medicine,West,en,0.798,360,F,49,Other,solo,1,36,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 8, 9, 10, 14, 23, 24, 26, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 45, 46, 47, 48, 50]}"
301,pediatrics,Central,es,0.943,360,F,37,White,solo,1,39,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 6, 9, 10, 13, 15, 16, 17, 21, 24, 27, 29, 30, 31, 32, 35, 36, 37, 39, 40, 45, 46, 51, 52]}"
302,pediatrics,South,es,0.787,360,F,65,Hispanic,group,4,6,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 8, 11, 13, 14, 16, 18, 19, 20, 21, 22, 27, 30, 31, 32, 33, 39, 41, 42, 47, 48, 49, 50, 52]}"
303,pediatrics,Central,en,0.774,360,F,65,White,solo,2,4,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 5, 7, 9, 11, 13, 14, 17, 18, 26, 27, 30, 31, 34, 39, 40, 43, 44, 45, 47, 49, 50, 51, 52]}"
304,pediatrics,East,en,0.63,360,F,65,Asian,solo,2,10,True,,0,0.0,46800,"{""2023"": [2, 3, 4, 8, 15, 18, 20, 21, 22, 23, 24, 25, 30, 31, 35, 36, 37, 38, 39, 44, 45, 46, 48, 50, 51, 52]}"
305,pediatrics,South,zh,0.957,360,F,40,Hispanic,group,2,20,True,,0,0.0,46800,"{""2023"": [1, 4, 5, 6, 7, 9, 11, 14, 16, 17, 19, 22, 23, 26, 27, 29, 30, 33, 34, 38, 41, 42, 43, 47, 48, 49]}"
306,pediatrics,East,es,0.809,360,M,56,Other,solo,4,34,True,,0,0.0,46800,"{""2023"": [3, 5, 6, 11, 12, 13, 16, 17, 22, 23, 24, 25, 27, 31, 33, 36, 37, 39, 41, 42, 43, 45, 47, 49, 50, 52]}"
307,pediatrics,South,es,0.942,360,F,57,Hispanic,solo,4,5,True,,0,0.0,46800,"{""2023"": [1, 2, 3, 5, 6, 8, 9, 12, 13, 14, 16, 20, 21, 22, 23, 25, 28, 29, 32, 34, 36, 41, 46, 48, 50, 52]}"
308,pediatrics,South,zh,0.863,360,M,56,White,solo,2,13,True,,0,0.0,46800,"{""2023"": [1, 3, 4, 6, 8, 9, 16, 18, 19, 22, 26, 28, 29, 30, 33, 36, 37, 38, 39, 40, 41, 43, 44, 48, 50, 51]}"
309,pediatrics,Central,zh,0.776,360,F,59,Asian,solo,1,32,True,,0,0.0,46800,"{""2023"": [1, 6, 8, 9, 10, 11, 13, 16, 18, 19, 21, 24, 26, 27, 29, 30, 31, 32, 37, 38, 41, 44, 49, 50, 51, 52]}"
310,pediatrics,Central,zh,0.814,360,F,51,White,group,2,40,True,,0,0.0,46800,"{""2023"": [2, 5, 7, 8, 10, 14, 17, 18, 20, 21, 22, 24, 25, 27, 28, 29, 34, 36, 38, 39, 40, 43, 45, 46, 49, 52]}"
311,pediatrics,Central,es,0.879,360,F,46,Asian,solo,3,25,True,,0,0.0,46800,"{""2023"": [1, 2, 6, 7, 9, 14, 16, 17, 18, 20, 23, 24, 26, 27, 29, 30, 31, 32, 33, 36, 40, 43, 48, 49, 50, 52]}"
312,pediatrics,Central,zh,0.684,360,F,44,Black,group,4,7,True,,0,0.0,46800,"{""2023"": [1, 4, 7, 8, 9, 11, 12, 14, 15, 16, 18, 20, 24, 25, 26, 28, 30, 31, 37, 39, 43, 44, 45, 46, 48, 49]}"
313,pediatrics,Central,en,0.948,360,F,33,White,solo,2,33,False,,0,0.0,46800,"{""2023"": [1, 2, 3, 4, 5, 6, 9, 10, 12, 14, 16, 18, 19, 22, 24, 25, 27, 32, 34, 35, 37, 38, 39, 42, 43, 46]}"
314,pediatrics,South,es,0.822,360,F,35,Asian,solo,1,23,True,,0,0.0,46800,"{""2023"": [3, 6, 7, 8, 12, 15, 18, 19, 20, 28, 29, 30, 31, 32, 35, 37, 40, 41, 42, 44, 46, 47, 49, 50, 51, 52]}"
